spp,CommonName,Source,Country,Site,lat_deg,lat_min,lat_sec,lon_deg,lon_min,lon_sec,CollectionYear,MarkerName,n,bp,He,Hese,Pi,Pise,Notes
Pampus chinensis,Chinese pomfret,Sun & Tang 2018 J. Fish Biol. 92:214-228,China,Zhanjiang,21.269187,,,110.415281,,,,Cytb,30,1137,0.561,0.01059,0.00106,0.00014,geo coordinates pulled from place name
Pampus chinensis,Chinese pomfret,Sun & Tang 2018 J. Fish Biol. 92:214-228,China,Haikou,20.062852,,,110.225471,,,,Cytb,30,1137,0.541,0.00949,0.00084,0.00012,geo coordinates pulled from place name
Pampus chinensis,Chinese pomfret,Sun & Tang 2018 J. Fish Biol. 92:214-228,China,Sanya,18.256097,,,109.453976,,,,Cytb,30,1137,0.54,0.01114,0.00081,0.00012,geo coordinates pulled from place name
Crystallichthys matsushimae,,Tohkairin et al. 2016 Ichthyol. Res. 63:370-381,Japan,Sea of Okhotsk,44.68194,,,143.2674,,,,COI,42,396,0.767,0.00772,0.00413,0.00043,geo coordinates pulled from place name
Crystallichthys matsushimae,,Tohkairin et al. 2016 Ichthyol. Res. 63:370-381,Japan,Sea of Okhotsk,44.68194,,,143.2674,,,,Cytb,42,1010,0.879,0.00525,0.00374,0.00033,geo coordinates pulled from place name
Crystallichthys matsushimae,,Tohkairin et al. 2016 Ichthyol. Res. 63:370-381,Japan,N Honshu,40.29908,,,140.3791,,,,Cytb,23,1010,0.96,0.00459,0.00361,0.00044,geo coordinates pulled from place name
Crystallichthys matsushimae,,Tohkairin et al. 2016 Ichthyol. Res. 63:370-381,Japan,N Honshu,40.29908,,,140.3791,,,,COI,23,396,0.597,0.01314,0.00192,0.00034,geo coordinates pulled from place name
Crystallichthys matsushimae,,Tohkairin et al. 2016 Ichthyol. Res. 63:370-381,South Korea,Korean Peninsula,38.205319,,,128.601817,,,,Cytb,8,1010,0.464,0.01414,0.0005,0.00019,geo coordinates pulled from place name
Crystallichthys matsushimae,,Tohkairin et al. 2016 Ichthyol. Res. 63:370-381,South Korea,Korean Peninsula,38.205319,,,128.601817,,,,COI,8,396,0,0,0,0,geo coordinates pulled from place name
Saurida elongate,Shortfin lizardfish,Tu et al. 2016 Biochemical Systematics and Ecology 68:44-50,China,Nantong,32.202653,,,121.545484,,,2013,CR,24,463,0.938,0.026,0.007,0.004,geo coordinates pulled from place name
Saurida elongate,Shortfin lizardfish,Tu et al. 2016 Biochemical Systematics and Ecology 68:44-50,China,Weihai,37.544044,,,122.171045,,,2013,CR,24,463,0.92,0.037,0.006,0.004,geo coordinates pulled from place name
Saurida elongate,Shortfin lizardfish,Tu et al. 2016 Biochemical Systematics and Ecology 68:44-50,China,Qingdao,36.043635,,,120.323585,,,2012,CR,24,463,0.906,0.03,0.006,0.004,geo coordinates pulled from place name
Saurida elongate,Shortfin lizardfish,Tu et al. 2016 Biochemical Systematics and Ecology 68:44-50,China,Rizhao,35.370936,,,119.571992,,,2012,CR,24,463,0.928,0.026,0.006,0.003,geo coordinates pulled from place name
Saurida elongate,Shortfin lizardfish,Tu et al. 2016 Biochemical Systematics and Ecology 68:44-50,China,Beihai,21.427405,,,109.067396,,,2013,CR,22,463,0.81,0.057,0.004,0.003,geo coordinates pulled from place name
Totoaba macdonaldi,Totoaba,Valenzuela-Quiñonez et al. 2016 Journal of Heredity 107:496-503,Mexico,Desemboque,29.322968,,,-112.505276,,,2005-2013,"16S, COI, CR",4,1816,1,0.0885,0.00424,0.000445,geo coordinates pulled from place name
Totoaba macdonaldi,Totoaba,Valenzuela-Quiñonez et al. 2016 Journal of Heredity 107:496-503,Mexico,Bahía de Lobos,27.936053,,,-110.517565,,,2005-2013,"16S, COI, CR",15,1816,0.981,0.008004,0.00394,0.00008,geo coordinates pulled from place name
Totoaba macdonaldi,Totoaba,Valenzuela-Quiñonez et al. 2016 Journal of Heredity 107:496-503,Mexico,San Luis Gonzaga,29.854438,,,-114.332984,,,2005-2013,"16S, COI, CR",8,1816,1,0.022274,0.00383,0.000209,geo coordinates pulled from place name
Totoaba macdonaldi,Totoaba,Valenzuela-Quiñonez et al. 2016 Journal of Heredity 107:496-503,Mexico,Core Zone,31.483661,,,-114.627975,,,2005-2013,"16S, COI, CR",12,1816,1,0.009815,0.0037,0.000153,geo coordinates pulled from place name
Chaetodon tricinctus,Three-striped butterflyfish,van der Meer et al. 2013 Ecology and Evolution 3:1653-1666,Australia,Lord Howe Island,-31.545811,,,159.082812,,,,Cytb,16,283,0.925,,0.008,,geo coordinates pulled from place name
Chaetodon tricinctus,Three-striped butterflyfish,van der Meer et al. 2013 Ecology and Evolution 3:1653-1666,Australia,Middleton Reef,-29.469456,,,159.119101,,,,Cytb,29,283,0.197,,0.001,,geo coordinates pulled from place name
Chaetodon tricinctus,Three-striped butterflyfish,van der Meer et al. 2013 Ecology and Evolution 3:1653-1666,Australia,Elizabeth Reef,-29.939211,,,159.062671,,,,Cytb,30,283,0.251,,0.001,,geo coordinates pulled from place name
Chaetodon tricinctus,Three-striped butterflyfish,van der Meer et al. 2013 Ecology and Evolution 3:1653-1666,Australia,Norfolk Island,-29.039921,,,167.945666,,,,Cytb,22,283,0.173,,0.001,,geo coordinates pulled from place name
Coris bulbifrons,Doubleheader,van der Meer et al. 2015 Coral Reefs 34:393-402,Australia,Elizabeth Reef,-29.939211,,,159.062671,,,,D-loop,8,341,1,,0.0254,,geo coordinates pulled from place name
Coris bulbifrons,Doubleheader,van der Meer et al. 2015 Coral Reefs 34:393-402,Australia,Norfolk Island,-29.039921,,,167.945666,,,,D-loop,37,341,0.99,,0.0204,,geo coordinates pulled from place name
Coris bulbifrons,Doubleheader,van der Meer et al. 2015 Coral Reefs 34:393-402,Australia,Middleton Reef,-29.469456,,,159.119101,,,,D-loop,20,341,0.96,,0.0194,,geo coordinates pulled from place name
Coris bulbifrons,Doubleheader,van der Meer et al. 2015 Coral Reefs 34:393-402,Australia,Lord Howe Island,-31.545811,,,159.082812,,,,D-loop,16,341,0.98,,0.015,,geo coordinates pulled from place name
Dipturus trachyderma,Roughskin skate,Vargas-Caro et al. 2017 PLoS ONE 12:e0172255,Chile,Valdivia,-39,52,30,-73,24,,,CR,53,556,0.329,0.0106,0.0036,0.0003,
Zearaja chilensis,Yellownose skate,Vargas-Caro et al. 2017 PLoS ONE 12:e0172255,Chile,San Antonio,-33,35,30,-71,37,,,CR,70,557,0.496,0.0082,0.0024,0.0002,
Zearaja chilensis,Yellownose skate,Vargas-Caro et al. 2017 PLoS ONE 12:e0172255,Chile,Valdivia,-39,52,30,-73,24,,,CR,61,557,0.462,0.0093,0.0012,0.0001,
Zearaja chilensis,Yellownose skate,Vargas-Caro et al. 2017 PLoS ONE 12:e0172255,Chile,Puntas Arenas,-53,10,12,-70,54,30,,CR,45,557,0.469,0.0066,0.0008,0.0001,
Dipturus trachyderma,Roughskin skate,Vargas-Caro et al. 2017 PLoS ONE 12:e0172255,Chile,Puerto Montt,-41,28,24,-72,56,24,,CR,14,556,0.275,0.0396,0.0007,0.0002,
Zearaja chilensis,Yellownose skate,Vargas-Caro et al. 2017 PLoS ONE 12:e0172255,Chile,Puerto Montt,-41,28,24,-72,56,24,,CR,47,557,0.084,0.008,0.0001,0,
Dipturus trachyderma,Roughskin skate,Vargas-Caro et al. 2017 PLoS ONE 12:e0172255,Chile,San Antonio,-33,35,30,-71,37,,,CR,52,556,0.038,0.0051,0.0001,0,
Zearaja chilensis,Yellownose skate,Vargas-Caro et al. 2017 PLoS ONE 12:e0172255,Chile,Aysén,-45,25,,-72,49,,,CR,48,557,0,0,0,0,
Dipturus trachyderma,Roughskin skate,Vargas-Caro et al. 2017 PLoS ONE 12:e0172255,Chile,Aysén,-45,25,,-72,49,,,CR,11,556,0,0,0,0,
Dipturus trachyderma,Roughskin skate,Vargas-Caro et al. 2017 PLoS ONE 12:e0172255,Chile,Puntas Arenas,-53,10,12,-70,54,30,,CR,7,556,0,0,0,0,
Rhincodon typus,Whale shark,Vignaud et al. 2014 Molecular Ecology 23:2590-2601,Djibouti,Djibouti,11.843384,,,43.318396,,,1992-2012,CR,79,608,0.925,,0.01069,,
Rhincodon typus,Whale shark,Vignaud et al. 2014 Molecular Ecology 23:2590-2601,Seychelles,Seychelles,-4.314078,,,55.495027,,,1992-2012,CR,31,608,0.948,,0.01062,,
Rhincodon typus,Whale shark,Vignaud et al. 2014 Molecular Ecology 23:2590-2601,Mexico,Isla Holbox,21.550443,,,-87.287959,,,1992-2012,CR,80,608,0.752,,0.00755,,
Engraulis encrasicolus,European anchovy,Viñas et al. 2014 ICES Journal of Marine Science 71:391-297,Italy,Sicily Island,36,50,,14,5,,1996,CR,37,402,0.998,0.0012,0.031,0.0026,
Engraulis encrasicolus,European anchovy,Viñas et al. 2014 ICES Journal of Marine Science 71:391-297,Italy,South Adriatic,40,39,,17,55,,1997,CR,38,402,1,0.001,0.031,0.0026,
Engraulis encrasicolus,European anchovy,Viñas et al. 2014 ICES Journal of Marine Science 71:391-297,Italy,North Adriatic,45,13,,12,17,,1997,CR,42,402,0.993,0.0012,0.028,0.0022,
Engraulis encrasicolus,European anchovy,Viñas et al. 2014 ICES Journal of Marine Science 71:391-297,Aegean Sea,Aegean Sea,39,,,25,,,1996,CR,49,402,0.996,0.0007,0.025,0.0019,
Engraulis encrasicolus,European anchovy,Viñas et al. 2014 ICES Journal of Marine Science 71:391-297,Spain,Cádiz,36,30,,-6,20,,1997,CR,47,402,0.993,0.001,0.017,0.0013,
Engraulis encrasicolus,European anchovy,Viñas et al. 2014 ICES Journal of Marine Science 71:391-297,Spain,Canary Islands,28,6,,-15,24,,1997,CR,44,402,0.988,0.0014,0.013,0.0011,
Chaetodon trifasciatus,Melon butterflyfish,Waldrop et al. 2016 J. Biogeogr. 43:1116-1129,,Seychelles,-4.335953,,,55.297839,,,2005-2013,Cytb,21,605,0.795,0.0168,0.088,0.0096,geo coordinates pulled from place name
Chaetodon trifasciatus,Melon butterflyfish,Waldrop et al. 2016 J. Biogeogr. 43:1116-1129,Australia,Christmas Island,-10.480546,,,105.646813,,,2005-2013,Cytb,14,605,0.802,0.0251,0.01,0.0016,geo coordinates pulled from place name
Chaetodon lunulatus,Oval butterflyfish,Waldrop et al. 2016 J. Biogeogr. 43:1116-1129,Australia,Christmas Island,-10.480546,,,105.646813,,,2005-2013,Cytb,6,605,0.867,0.0527,0.005,0.0016,geo coordinates pulled from place name
Chaetodon lunulatus,Oval butterflyfish,Waldrop et al. 2016 J. Biogeogr. 43:1116-1129,French Polynesia,Mo'orea,-17.530509,,,-149.82914,,,2005-2013,Cytb,32,605,0.669,0.0152,0.005,0.0005,geo coordinates pulled from place name
Chaetodon lunulatus,Oval butterflyfish,Waldrop et al. 2016 J. Biogeogr. 43:1116-1129,Micronesia,Pohnpei,7.006456,,,158.199483,,,2005-2013,Cytb,30,605,0.782,0.0119,0.005,0.0005,geo coordinates pulled from place name
Chaetodon lunulatus,Oval butterflyfish,Waldrop et al. 2016 J. Biogeogr. 43:1116-1129,Fiji,Fiji,-17.052819,,,178.914892,,,2005-2013,Cytb,30,605,0.602,0.019,0.004,0.0005,geo coordinates pulled from place name
Chaetodon lunulatus,Oval butterflyfish,Waldrop et al. 2016 J. Biogeogr. 43:1116-1129,Kiribati,Kanton Island,-2.796932,,,-171.64286,,,2005-2013,Cytb,15,605,0.695,0.0281,0.004,0.0008,geo coordinates pulled from place name
Chaetodon lunulatus,Oval butterflyfish,Waldrop et al. 2016 J. Biogeogr. 43:1116-1129,Japan,Okinawa Island,26.539661,,,128.018679,,,2005-2013,Cytb,8,605,0.643,0.0651,0.004,0.0011,geo coordinates pulled from place name
Chaetodon lunulatus,Oval butterflyfish,Waldrop et al. 2016 J. Biogeogr. 43:1116-1129,Kiribati,Kiribati,1.799681,,,-157.365829,,,2005-2013,Cytb,22,605,0.589,0.0141,0.004,0.0006,geo coordinates pulled from place name
Chaetodon lunulatus,Oval butterflyfish,Waldrop et al. 2016 J. Biogeogr. 43:1116-1129,Palau,Palau,7.300311,,,134.472996,,,2005-2013,Cytb,26,605,0.471,0.0124,0.004,0.0004,geo coordinates pulled from place name
Chaetodon lunulatus,Oval butterflyfish,Waldrop et al. 2016 J. Biogeogr. 43:1116-1129,USA,Johnston Atoll,16.730722,,,-169.53371,,,2005-2013,Cytb,31,605,0.516,0.0043,0.004,0.0005,geo coordinates pulled from place name
Chaetodon trifasciatus,Melon butterflyfish,Waldrop et al. 2016 J. Biogeogr. 43:1116-1129,Britain,Diego Garcia,-7.298257,,,72.423411,,,2005-2013,Cytb,29,605,0.672,0.0137,0.001,0.0002,geo coordinates pulled from place name
Chaetodon melapterus,Arabian butterflyfish,Waldrop et al. 2016 J. Biogeogr. 43:1116-1129,Djibouti,Maskali,11.658082,,,43.181065,,,2005-2013,Cytb,17,605,0.353,0.0856,0.001,0.0002,geo coordinates pulled from place name
Chaetodon melapterus,Arabian butterflyfish,Waldrop et al. 2016 J. Biogeogr. 43:1116-1129,Djibouti,Obock,11.96087,,,43.292736,,,2005-2013,Cytb,29,605,0.778,0.1084,0.001,0.0002,geo coordinates pulled from place name
Chaetodon austriacus,Blacktail butterflyfish,Waldrop et al. 2016 J. Biogeogr. 43:1116-1129,Saudi Arabia,Yanbu,24.030697,,,38.081813,,,2005-2013,Cytb,10,605,0.866,0.0338,0.001,0.0003,geo coordinates pulled from place name
Chaetodon melapterus,Arabian butterflyfish,Waldrop et al. 2016 J. Biogeogr. 43:1116-1129,Djibouti,Bay of Ghoubbet,11.52788,,,42.600603,,,2005-2013,Cytb,15,605,0,0,0,0,geo coordinates pulled from place name
Chaetodon austriacus,Blacktail butterflyfish,Waldrop et al. 2016 J. Biogeogr. 43:1116-1129,Saudi Arabia,Al Lith,20.13003,,,40.259428,,,2005-2013,Cytb,10,605,0.2,0.0487,0,0,geo coordinates pulled from place name
Boreogadus saida,Arctic cod,Wilson et al. 2019 ICES Journal of Marine Science 76:1713-1721,USA,Southern Shelf,70.038369,,,-140.648168,,,2008-2014,Cytb,71,818-1266,0.86,,0.0052,,geo coordinates pulled from place name
Boreogadus saida,Arctic cod,Wilson et al. 2019 ICES Journal of Marine Science 76:1713-1721,USA,Western Beaufort,71.485664,,,-154.710667,,,2008-2014,Cytb,62,818-1266,0.92,,0.005,,geo coordinates pulled from place name
Boreogadus saida,Arctic cod,Wilson et al. 2019 ICES Journal of Marine Science 76:1713-1721,USA,Camden Bay,70.02383,,,-144.737828,,,2008-2014,Cytb,117,818-1266,0.88,,0.0046,,geo coordinates pulled from place name
Boreogadus saida,Arctic cod,Wilson et al. 2019 ICES Journal of Marine Science 76:1713-1721,Canada,St. Lawrence,50.455494,,,-58.266836,,,2010,Cytb,30,818-1266,0.85,,0.0045,,geo coordinates pulled from place name
Boreogadus saida,Arctic cod,Wilson et al. 2019 ICES Journal of Marine Science 76:1713-1721,USA,Central Beaufort,70.832914,,,-149.52512,,,2008-2014,Cytb,55,818-1266,0.86,,0.0038,,geo coordinates pulled from place name
Thunnus obesus,Bigeye tuna,Wu et al. 2014 Fish. Sci. 80:415-426,Pacific,Central-western Pacific,4.5,,,168.5,,,2009,Cytb,24,686,0.793,,0.0026,,
Larimichthys polyactis,Small yellow croaker,Xiao et al. 2015 Mitochondrial DNA 26:409-419,China,WH,37,20,,122,30,,2009,CR,21,433,0.995,,0.019,,
Larimichthys polyactis,Small yellow croaker,Xiao et al. 2015 Mitochondrial DNA 26:409-419,China,DY,37,19,,119,45,,2009,CR,13,433,1,,0.016,,
Larimichthys polyactis,Small yellow croaker,Xiao et al. 2015 Mitochondrial DNA 26:409-419,China,BHG1,40,15,,121,45,,2007,CR,24,433,0.986,,0.014,,
Larimichthys polyactis,Small yellow croaker,Xiao et al. 2015 Mitochondrial DNA 26:409-419,China,BHG2,39,45,,120,45,,2007,CR,23,433,0.972,,0.014,,
Larimichthys polyactis,Small yellow croaker,Xiao et al. 2015 Mitochondrial DNA 26:409-419,China,YS2,33,58,,122,26,,2004,CR,21,433,0.975,,0.014,,
Larimichthys polyactis,Small yellow croaker,Xiao et al. 2015 Mitochondrial DNA 26:409-419,China,YS1,36,8,,122,10,,2005,CR,13,433,1,,0.013,,
Oplegnathus fasciatus,Rock bream,Xiao et al. 2016 Mitochondrial DNA A 27:2045-2052,Taiwan,Taiwan,25,19,,119,45,,2012,D-loop,4,519,1,,0.024,,
Oplegnathus fasciatus,Rock bream,Xiao et al. 2016 Mitochondrial DNA A 27:2045-2052,China,Zhoushan,31,,,122,30,,2011,D-loop,24,519,0.993,,0.021,,
Oplegnathus fasciatus,Rock bream,Xiao et al. 2016 Mitochondrial DNA A 27:2045-2052,China,Jiaonan,35,50,,120,45,,2009,D-loop,12,519,1,,0.019,,
Oplegnathus fasciatus,Rock bream,Xiao et al. 2016 Mitochondrial DNA A 27:2045-2052,China,Zhoushan,31,,,122,30,,2011,COI,30,642,0.814,,0.009,,
Oplegnathus fasciatus,Rock bream,Xiao et al. 2016 Mitochondrial DNA A 27:2045-2052,China,Zhoushan,31,,,122,30,,2011,Cytb,30,501,0.851,,0.006,,
Oplegnathus fasciatus,Rock bream,Xiao et al. 2016 Mitochondrial DNA A 27:2045-2052,China,Jiaonan,35,50,,120,45,,2009,COI,12,642,0.742,,0.003,,
Oplegnathus fasciatus,Rock bream,Xiao et al. 2016 Mitochondrial DNA A 27:2045-2052,China,Jiaonan,35,50,,120,45,,2009,Cytb,11,501,0.927,,0.003,,
Miichthys miiuy,Miiuy croaker,Xu et al. 2014 Biochemical Systematics and Ecology 54:240-246,China,Qingdao,36.040304,,,120.318091,,,,COI,30,599,0.867,0.01077,0.00425,0.0017,geo coordinates pulled from place name
Miichthys miiuy,Miiuy croaker,Xu et al. 2014 Biochemical Systematics and Ecology 54:240-246,China,Zhoushan,29.967071,,,122.199894,,,,COI,30,599,0.749,0.01534,0.00238,0.00122,geo coordinates pulled from place name
Miichthys miiuy,Miiuy croaker,Xu et al. 2014 Biochemical Systematics and Ecology 54:240-246,China,Chongming,31.508755,,,122.056126,,,,COI,30,599,0.602,0.01899,0.00218,0.00093,geo coordinates pulled from place name
Miichthys miiuy,Miiuy croaker,Xu et al. 2014 Biochemical Systematics and Ecology 54:240-246,China,Ningde,26.636358,,,119.58223,,,,COI,19,599,0.673,0.0273,0.00195,0.00076,geo coordinates pulled from place name
Sebastes schlegelii,Black rockfish,Zhang et al. 2014 Mitochondrial DNA Part A 27:1748-1754,South Korea,BS,35,8,20.78,129,7,49.48,2010,CR,4,452,0.67,0.1,0.0089,0.00335,
Sebastes schlegelii,Black rockfish,Zhang et al. 2014 Mitochondrial DNA Part A 27:1748-1754,China,WH,37,31,34.8,122,12,17.88,2009,CR,24,452,0.88,0.11431,0.0073,0.00088,
Sebastes schlegelii,Black rockfish,Zhang et al. 2014 Mitochondrial DNA Part A 27:1748-1754,Japan,AO,34,46,16.88,138,21,57.69,2009,CR,5,452,1,0.05814,0.0067,0.00219,
Sebastes schlegelii,Black rockfish,Zhang et al. 2014 Mitochondrial DNA Part A 27:1748-1754,China,DL,38,50,43.19,121,38,45.94,2009,CR,22,452,0.93,0.00831,0.0065,0.00083,
Sebastes schlegelii,Black rockfish,Zhang et al. 2014 Mitochondrial DNA Part A 27:1748-1754,China,YT,37,28,59.37,121,29,33.44,2007,CR,18,452,0.93,0.00966,0.0064,0.00094,
Sebastes schlegelii,Black rockfish,Zhang et al. 2014 Mitochondrial DNA Part A 27:1748-1754,China,RZ,35,24,30.86,119,35,16.12,2008,CR,20,452,0.92,0.00939,0.0058,0.0008,
Sebastes schlegelii,Black rockfish,Zhang et al. 2014 Mitochondrial DNA Part A 27:1748-1754,China,DD,39,49,25.47,124,18,24.5,2009,CR,18,452,0.9,0.00943,0.0055,0.00082,
Sebastes schlegelii,Black rockfish,Zhang et al. 2014 Mitochondrial DNA Part A 27:1748-1754,Japan,AM,40,53,36.82,140,46,14.2,2008,CR,22,452,0.94,0.00597,0.0055,0.00072,
Sebastes schlegelii,Black rockfish,Zhang et al. 2014 Mitochondrial DNA Part A 27:1748-1754,China,QD,36,2,36.77,120,22,48.55,2009,CR,21,452,0.93,0.00786,0.0048,0.00068,
Sebastes schlegelii,Black rockfish,Zhang et al. 2014 Mitochondrial DNA Part A 27:1748-1754,China,JN,35,50,49,120,4,38.91,2009,CR,19,452,0.87,0.01629,0.0045,0.00067,
Sebastes schlegelii,Black rockfish,Zhang et al. 2014 Mitochondrial DNA Part A 27:1748-1754,Japan,AR,34,43,19.2,138,34,33.58,2009,CR,14,452,0.88,0.0155,0.004,0.00078,
Sebastes schlegelii,Black rockfish,Zhang et al. 2014 Mitochondrial DNA Part A 27:1748-1754,Japan,HA,34,2,6.17,134,59,59.11,2009,CR,12,452,0.83,0.02887,0.004,0.00084,
Sebastes schlegelii,Black rockfish,Zhang et al. 2014 Mitochondrial DNA Part A 27:1748-1754,China,LYG,34,42,23.06,119,36,16,2009,CR,22,452,0.88,0.0113,0.004,0.00058,
Hippocampus mohnikei,Japanese seahorse,Zhang et al. 2014 PLoS ONE 9:e105494,China,Laizhouwan,37.13,,,119.68,,,,Cytb,20,780,0.912,,0.00368,,
Hippocampus mohnikei,Japanese seahorse,Zhang et al. 2014 PLoS ONE 9:e105494,China,Yangmadao,37.5,,,121.65,,,,Cytb,30,780,0.961,,0.0034,,
Hippocampus trimaculatus,Three-spot seahorse,Zhang et al. 2014 PLoS ONE 9:e105494,China,Tropical Zone,19.2933,,,110.1833,,,,Cytb,42,780,0.919,,0.00307,,
Hippocampus trimaculatus,Three-spot seahorse,Zhang et al. 2014 PLoS ONE 9:e105494,China,Warm-Temperature Zone,24.7833,,,118.44,,,,Cytb,15,780,0.872,,0.00217,,
Engraulis japonicus,Japanese anchovy,"Zheng, Zou & Han 2015 Biochemical Systematics and Ecology 58:169-177",China,WH,37.24,,,123.28,,,2008,Cytb,15,402,0.9935,,0.009,,
Engraulis japonicus,Japanese anchovy,"Zheng, Zou & Han 2015 Biochemical Systematics and Ecology 58:169-177",China,C,34,,,123.5,,,2011,Cytb,7,402,0.9048,,0.0074,,
Engraulis japonicus,Japanese anchovy,"Zheng, Zou & Han 2015 Biochemical Systematics and Ecology 58:169-177",China,A,36,,,123.9,,,2011,Cytb,18,402,0.9542,,0.007,,
Engraulis japonicus,Japanese anchovy,"Zheng, Zou & Han 2015 Biochemical Systematics and Ecology 58:169-177",China,B2,35,,,123.9,,,2011,Cytb,19,402,0.9474,,0.0069,,
Engraulis japonicus,Japanese anchovy,"Zheng, Zou & Han 2015 Biochemical Systematics and Ecology 58:169-177",China,E2,30.5,,,125,,,2010,Cytb,24,402,0.9312,,0.0062,,
Engraulis japonicus,Japanese anchovy,"Zheng, Zou & Han 2015 Biochemical Systematics and Ecology 58:169-177",South Korea,K,35.87,,,126.01,,,2008,Cytb,14,402,0.8762,,0.006,,
Engraulis japonicus,Japanese anchovy,"Zheng, Zou & Han 2015 Biochemical Systematics and Ecology 58:169-177",China,JN,35.45,,,120.25,,,2008,Cytb,18,402,0.7363,,0.0039,,
Engraulis japonicus,Japanese anchovy,"Zheng, Zou & Han 2015 Biochemical Systematics and Ecology 58:169-177",China,D,33.5,,,123.5,,,2010,Cytb,17,402,0.4706,,0.0014,,
Ammodytes personatus,Pacific sandlance,Kim Park Kim 2006,South Korea,"Jumunjin, East Sea",37.979,,,128.8893,,,2005,16S,29,587,0.32,0.020797878,0.0012,0.000185695,
Ammodytes personatus,Pacific sandlance,Kim Park Kim 2006,South Korea,"Sangju, South Sea",34.814,,,128.285453,,,2005,16S,28,587,0.444,0.022299904,0.0009,0.000170084,
Ammodytes personatus,Pacific sandlance,Kim Park Kim 2006,South Korea,"Taean, West Sea",36.756,,,125.995612,,,2005,16S,30,587,0.467,0.020448309,0.0011,0.000182574,
Verasper variegatus,Spotted halibut,Sekino et. al 2011 Conservation Genetics 12:139-159,,SRK,38.8,,,141.65,,,2003-2007,cytb,115,679,0.62,,0.0011,,
Verasper variegatus,Spotted halibut,Sekino et. al 2011 Conservation Genetics 12:139-159,,SDB,38.2,,,141.18,,,2007,cytb,36,679,0.55,,0.0009,,
Verasper variegatus,Spotted halibut,Sekino et. al 2011 Conservation Genetics 12:139-159,,FKS,37.5,,,141.1,,,2007,cytb,77,679,0.56,,0.0009,,
Verasper variegatus,Spotted halibut,Sekino et. al 2011 Conservation Genetics 12:139-159,,ISB,34.8,,,136.7,,,2007-2008,cytb,18,679,0.45,,0.0007,,
Verasper variegatus,Spotted halibut,Sekino et. al 2011 Conservation Genetics 12:139-159,,SIS,33.5,,,131.9,,,2001-2002,cytb,50,679,0.04,,0.0001,,
Verasper variegatus,Spotted halibut,Sekino et. al 2011 Conservation Genetics 12:139-159,,TBB,32.6,,,130.06,,,2009,cytb,76,679,0.37,,0.0009,,
Verasper variegatus,Spotted halibut,Sekino et. al 2011 Conservation Genetics 12:139-159,,CYS,37.8,,,122.7,,,2004-2006,cytb,26,679,0.15,,0.0003,,
Verasper variegatus,Spotted halibut,Sekino et. al 2011 Conservation Genetics 12:139-159,,SRK,38.8,,,141.65,,,2003-2007,ND2,115,633,0.73,,0.0016,,
Verasper variegatus,Spotted halibut,Sekino et. al 2011 Conservation Genetics 12:139-159,,SDB,38.2,,,141.18,,,2007,ND2,36,633,0.81,,0.0019,,
Verasper variegatus,Spotted halibut,Sekino et. al 2011 Conservation Genetics 12:139-159,,FKS,37.5,,,141.1,,,2007,ND2,77,633,0.67,,0.0014,,
Verasper variegatus,Spotted halibut,Sekino et. al 2011 Conservation Genetics 12:139-159,,ISB,34.8,,,136.7,,,2007-2008,ND2,18,633,0.31,,0.0005,,
Verasper variegatus,Spotted halibut,Sekino et. al 2011 Conservation Genetics 12:139-159,,TBB,32.6,,,130.06,,,2009,ND2,76,633,0.3,,0.0005,,
Verasper variegatus,Spotted halibut,Sekino et. al 2011 Conservation Genetics 12:139-159,,CYS,37.8,,,122.7,,,2004-2006,ND2,26,633,0.22,,0.0004,,
